# param=alphaq z=3.6 tol=0.25 log_space=True git=a84e36d+dirty source=results/paper_production_20260630_perz_sobolev_z2.6-4.2/seed_band/z3.6_seed1_value/refit/z3.6/pareto_alphaq.csv
Complexity,Loss,grad_err,value_mse,n_keep,gate_pass,x0_enters
20,0.14488645,0.11311291031680909,2.8999406529390017e-05,48,True,True
18,0.23312937,0.1988117977165379,2.786152289242046e-05,48,True,True
17,0.3120227,0.21576050393076052,2.9951428053118475e-05,48,True,True
16,0.6225784,0.349194979854606,6.924535222212766e-05,48,False,True
15,0.75815696,0.19524884653204022,4.8542439538393574e-05,48,True,True
14,0.9234897,0.6545530847345657,5.175086547237582e-05,48,False,True
13,1.1406584,0.6545530847374297,5.646717643062269e-05,48,False,True
7,2.803663,0.680224575255216,7.139791729889934e-05,48,False,True
6,3.042656,0.8294309127990007,0.0001085930421738154,48,False,True
