# param=hireionz z=3.6 tol=0.25 log_space=True git=a84e36d+dirty source=results/paper_production_20260630_perz_sobolev_z2.6-4.2/seed_band/z3.6_seed2_value/refit/z3.6/pareto_hireionz.csv
Complexity,Loss,grad_err,value_mse,n_keep,gate_pass,x0_enters
19,1.0550289,0.32708078707290084,0.0003037417554965722,48,False,True
17,1.0945299,0.21176114399402618,0.00032436331772619793,48,True,True
16,1.1898766,0.31596464067482416,0.000310204252932636,48,False,True
15,1.2980355,0.28247656482953903,0.0003307612507393001,48,False,True
14,1.396106,0.3669516041312967,0.00032943038527775433,48,False,True
13,1.8648094,0.7536147508585347,0.0003693285374558138,48,False,True
10,3.195413,0.3131384503784511,0.0007986115590587101,48,False,True
9,3.3153508,0.2860842951738134,0.0008074922052651621,48,False,True
7,3.5198417,0.3062610172105695,0.0007046683906248226,48,False,True
