# param=ns z=3.6 tol=0.25 log_space=True git=7aa26af source=results/paper_production_20260630_perz_sobolev_z2.6-4.2/seed_band/z3.6_seed0_budget/refit/z3.6/pareto_ns.csv
Complexity,Loss,grad_err,value_mse,n_keep,gate_pass,x0_enters
34,0.25214776,0.2513123439757345,0.00022425305596645022,48,False,True
32,0.26273325,0.3323181830664594,0.00019561137439357557,48,False,True
31,0.26693326,0.3086878155395245,0.0001968123003112981,48,False,True
30,0.27535996,0.28464539851537973,0.00017715296997138487,48,False,True
29,0.3065313,0.4775603125018346,0.00032975464535578853,48,False,True
28,0.32645178,0.3136895545052023,0.00045571643975419334,48,False,True
27,0.36073375,0.3614536186810814,0.00026958056245993107,48,False,True
26,0.3766079,0.2029364527544747,0.0004957745261325539,48,True,True
25,0.3871168,0.3619394649873746,0.00028337397582886797,48,False,True
24,0.541476,0.17132505329469994,0.0003976906580770362,48,True,True
23,0.55858856,0.2179977205187416,0.0003308784625112229,48,True,True
22,0.5675355,0.1543627035032193,0.0005065027307624569,48,True,True
21,0.66719586,0.3450730475719713,0.0005235216245709188,48,False,True
20,0.71138304,0.5661232431164285,0.000602267931078768,48,False,True
19,0.7264673,0.325571995985809,0.0006532196450922711,48,False,True
18,0.7971897,0.6120445405787842,0.0011469711271039715,48,False,True
16,0.85538024,0.9160027428759004,0.0014543667561827582,48,False,True
15,0.86791545,0.9149645835472211,0.0014684817847984027,48,False,True
14,0.86973387,0.9214424903456715,0.0014363559128375732,48,False,True
13,0.8978984,0.9082007066577262,0.0015574350973152648,48,False,True
12,0.9885445,0.9194469714184997,0.0015335455184582966,48,False,True
8,1.726226,0.7747620794186346,0.0019688308007130683,48,False,True
