# param=hireionz z=3.6 tol=0.25 log_space=True git=7aa26af source=results/paper_production_20260630_perz_sobolev_z2.6-4.2/sens_maxsize30_sobolev/refit/z3.6/pareto_hireionz.csv
Complexity,Loss,grad_err,value_mse,n_keep,gate_pass,x0_enters
30,6.506425,0.10512322416861608,0.0005050432531065403,48,True,True
29,7.0985804,0.1191609492768057,0.0005199150467868228,48,True,True
27,7.3205957,0.10590640562241599,0.000510347716468279,48,True,True
26,7.848674,0.10816811026794393,0.0006935639070563416,48,True,True
25,8.200918,0.10985813719891901,0.0006801272871982168,48,True,True
24,8.223681,0.11727632293433049,0.0006794496015423589,48,True,True
23,8.56356,0.1321113829971754,0.0007158391603082233,48,True,True
22,8.873908,0.14773790889755,0.0006998716164797773,48,True,True
20,9.235075,0.15881833164568354,0.0006998378406197267,48,True,True
19,9.852267,0.17694992627982914,0.0006933768009552277,48,True,True
18,10.040467,0.13324113205707472,0.0006741273117841926,48,True,True
17,10.179186,0.13849494742934515,0.0006737140960230417,48,True,True
15,10.765919,0.19877761233865676,0.0006145974021035829,48,True,True
14,13.369867,0.33227043803092843,0.0006334380382114713,48,False,True
13,16.173279,0.3226034665036489,0.0006746264238501187,48,False,True
12,16.622293,0.3260449459169254,0.0007601691541417952,48,False,True
11,17.102837,0.3178938401399005,0.0005342239831631186,48,False,True
10,19.59676,0.23037859783837922,0.0006680226895013444,48,True,True
9,20.922354,0.28708315652930516,0.0005462585579986459,48,False,True
8,25.884216,0.10581451808759379,0.0005431999046904832,48,True,True
7,30.936317,0.23054395631928692,0.00039069544988643945,48,True,True
6,32.462894,0.1498198484383081,0.0005449497308577494,48,True,True
5,38.2406,0.08194206678375626,0.0005693412611789215,48,True,True
3,56.246277,0.11508570714872923,0.0006870980360940356,48,True,True
