# param=heref z=3.6 tol=0.25 log_space=True git=7aa26af source=results/paper_production_20260630_perz_sobolev_z2.6-4.2/sens_maxsize30_sobolev/refit/z3.6/pareto_heref.csv
Complexity,Loss,grad_err,value_mse,n_keep,gate_pass,x0_enters
30,10.49581,0.04278884205523226,4.745141193731841e-05,48,True,True
29,10.890363,0.05044282360051161,5.617140101783793e-05,48,True,True
28,11.465525,0.07206954771743856,6.0426994396157777e-05,48,True,True
26,12.3455105,0.04429431747761231,0.00011331816092734475,48,True,True
25,14.15105,0.08913260191291683,7.150902464638706e-05,48,True,True
24,14.232073,0.10812738854350723,0.00012280117388824318,48,True,True
23,15.62445,0.05409298334856388,9.553236124848132e-05,48,True,True
22,15.835312,0.045193108656015335,8.219719905483559e-05,48,True,True
20,16.500345,0.052265031111622284,0.00010039755972901487,48,True,True
19,19.184805,0.09133847149259888,0.0001259113910930887,48,True,True
18,19.271833,0.05900115581171067,0.00014088575147303255,48,True,True
17,22.883759,0.12001357937662505,0.00014931028406896745,48,True,True
16,22.907663,0.1029534294160927,0.00025471853522715656,48,True,True
15,24.675161,0.14174473124587406,0.00025563309697412405,48,True,True
14,27.322466,0.2264768317750666,0.00027365035937562253,48,True,True
13,33.96631,0.15219961529580694,0.0004264386522000731,48,True,True
12,37.40115,0.1302822173712288,0.00019054728268266092,48,True,True
11,44.441956,0.13271923200164815,0.00028935293091808046,48,True,True
9,57.218597,0.042212296912430336,0.0006123928707377362,48,True,True
8,74.70516,0.15343652516296036,0.00017366077610738912,48,True,True
7,78.83915,0.04389353755206049,0.0002833568776645342,48,True,True
6,93.66189,0.04220648253774639,0.0005303913808409331,48,True,True
5,118.8957,0.26467845590403277,0.000430813854164633,48,False,True
4,133.00739,0.4029780009637879,0.0022631495978289195,48,False,True
3,168.29271,0.5996057355407068,0.00025596767589552717,48,False,True
2,215.68094,0.7968128060972015,0.0024111864081616187,48,False,True
1,242.34296,0.8844023451867478,0.0018497223900633515,48,False,True
