# param=hireionz z=2.6 tol=0.25 log_space=True source=results/single_z_z2.6_sobolev/refit/z2.6/pareto_hireionz.csv
Complexity,Loss,grad_err,value_mse,n_keep,gate_pass,x0_enters
20,46.5744,0.3235941737212674,0.00028137203023450105,48,False,True
18,49.078423,0.32162591328688483,0.00029171883106272585,48,False,True
16,51.056694,0.3236067680517648,0.00031109863983308663,48,False,True
14,58.33644,0.7529481815184526,0.000305849876840161,48,False,True
13,62.53401,0.8201864355106858,0.0003015595662501321,48,False,True
12,63.373116,0.8090155160080658,0.00030062040954719166,48,False,True
11,64.9763,0.7121661615276165,0.000304364638179214,48,False,True
10,114.777756,0.7677630718119697,0.0003058200354768491,48,False,True
9,126.185394,1.1991161914518762,0.00030857882234542374,48,False,True
8,130.46501,1.4247400951426885,0.00030912952645833916,48,False,True
7,134.48703,0.966912118360237,0.0003016601425990285,48,False,True
